incident_severity,vehicle_claim,total_claim_amount,property_claim,authorities_contacted,injury_claim,fraud_reported
1,53642,67586,6971,0,6971,0
0,50587,69557,6323,1,12646,0
1,45736,57715,5989,0,5989,0
1,41567,60336,9384,1,9384,0
1,39134,61260,16594,2,5531,0
1,25174,35964,7192,0,3596,0
1,41058,58654,5865,0,11730,0
0,39336,54725,5129,2,10259,0
2,3476,4603,657,3,469,0
1,40774,60505,14471,2,5260,0
1,48463,62309,6923,2,6923,0
3,3528,4446,458,3,458,0
3,4711,5903,596,3,596,0
0,55775,76690,13943,0,6971,0
1,68679,85849,8584,2,8584,0
1,4733,7099,1441,3,925,0
1,38429,54047,5205,1,10411,0
0,43539,62199,6219,2,12439,0
3,4470,5923,726,3,726,0
1,35423,49027,4534,1,9069,0
1,60392,83039,15098,1,7549,0
1,40932,61399,10233,1,10233,0
1,63239,99183,18647,1,17296,0
1,37938,47423,4742,0,4742,0
0,61433,76907,7736,1,7736,0
0,49950,68681,6243,0,12487,0
2,3519,4439,460,3,460,0
0,43698,72831,14566,0,14566,0
0,46312,59544,6616,1,6616,0
1,48328,59217,5444,1,5444,0
1,3625,4616,495,3,495,0
2,47958,61661,6851,1,6851,0
1,24581,31847,3633,3,3633,0
1,65117,86823,7235,1,14470,0
1,71197,102841,15821,1,15821,0
1,23233,36141,9589,0,3319,0
0,39087,53744,9771,0,4885,0
2,41924,55899,6987,1,6987,0
0,72756,107243,17243,1,17243,0
1,19451,27987,5557,0,2978,0
1,41791,47182,5223,2,167,0
1,1425,1901,0,3,475,0
1,35577,48975,4465,2,8931,0
1,3538,5055,505,3,1011,0
2,47562,61151,6794,1,6794,0
1,38175,48924,5374,1,5374,0
1,42344,56459,9409,0,4704,0
2,2629,3893,631,3,631,0
2,35298,43890,4296,3,4296,0
2,42040,56909,9912,1,4956,0
0,61826,85011,7728,1,15456,0
0,39331,59037,9852,0,9852,0
1,49382,70546,14109,2,7054,0
0,34184,48834,4883,0,9766,0
1,45335,63665,6109,0,12219,0
1,2467,3751,641,3,641,0
0,61413,76766,7676,1,7676,0
1,5080,6985,635,3,1270,0
1,3336,5269,834,3,1098,0
1,41131,64635,11751,2,11751,0
0,35920,51314,5131,1,10262,0
0,61404,76755,7675,1,7675,0
2,53511,76444,7644,1,15288,0
2,34972,44839,4933,2,4933,0
1,25682,35313,3210,2,6420,0
0,31068,48984,5178,0,12738,0
1,42787,67237,12225,0,12225,0
1,26452,38741,4096,1,8192,0
1,2807,3960,660,3,492,0
2,33436,46317,8587,3,4293,0
0,48086,61826,6869,2,6869,0
1,24228,32521,3821,2,4471,0
2,34645,44874,5114,0,5114,0
1,44042,56626,6291,1,6291,0
1,33521,43907,5193,2,5193,0
2,35137,40327,237,2,4951,0
1,26940,37460,3506,1,7013,0
1,3365,4777,470,3,941,0
1,32405,40548,4071,2,4071,0
0,43458,62083,6208,2,12416,0
3,5040,7159,1412,3,706,0
0,56604,77831,14151,2,7075,0
2,48051,61780,6864,1,6864,0
1,26486,37156,3556,1,7113,0
1,38856,55497,11094,2,5547,0
0,47363,59206,11843,2,0,0
1,40646,62745,11049,2,11049,0
2,5040,7161,707,3,1414,0
2,32883,42278,4697,1,4697,0
1,33078,55843,12449,1,10314,0
1,47943,75593,13824,0,13824,0
3,5117,7036,1279,3,639,0
1,34677,44584,4953,0,4953,0
0,35203,51138,5311,1,10623,0
1,60339,90509,15084,2,15084,0
0,44778,70366,12793,3,12793,0
1,49023,70032,14006,1,7003,0
1,27701,41308,4535,1,9071,0
2,46427,63247,5606,1,11213,0
1,53952,74185,6744,2,13488,0
1,60329,90483,15076,0,15076,0
0,40388,51928,5769,2,5769,0
3,3787,5788,1000,3,1000,0
1,73571,106270,16349,1,16349,0
0,57822,72278,7227,2,7227,0
1,4720,7080,1180,3,1180,0
2,55461,69326,6932,2,6932,0
1,44645,61024,10919,1,5459,0
1,41410,53242,5915,0,5915,0
1,44174,63106,6310,2,12621,0
3,5356,7193,612,3,1224,0
0,43789,54736,5473,0,5473,0
2,35418,50072,4884,2,9769,0
2,55183,69977,7397,2,7397,0
1,43542,62203,6220,1,12440,0
0,42363,60519,6051,1,12103,0
1,3696,5082,462,3,924,0
1,32922,47032,9406,2,4703,0
2,3502,4815,875,3,437,0
0,37134,53048,5304,2,10609,0
0,53492,76417,7641,1,15283,0
1,2873,3744,377,3,493,0
1,47943,61641,6849,1,6849,0
2,46088,56782,4795,1,5899,0
0,29975,46821,8423,1,8423,0
1,39816,56880,5688,0,11376,0
0,25661,36658,7331,0,3665,0
1,55563,76400,13890,1,6945,0
3,3841,5803,980,3,980,0
0,70899,94556,15771,0,7885,0
1,3338,4486,382,3,765,0
1,47907,71861,11976,1,11976,0
1,53835,74023,13458,2,6729,0
3,2938,3698,380,3,380,0
1,49753,68411,6219,1,12438,0
2,47352,60881,6764,1,6764,0
1,24028,28375,3280,1,1067,0
1,54917,76722,14536,1,7268,0
1,27964,39949,3994,0,7989,0
2,45796,57246,5724,0,5724,0
1,47293,63213,5306,2,10613,0
2,22236,27858,2810,3,2810,0
1,56803,81148,8114,1,16229,0
1,60293,82580,14858,0,7429,0
1,33446,43002,4778,2,4778,0
0,50349,75523,12587,0,12587,0
2,35529,50149,4873,1,9746,0
1,60657,95222,17616,3,16949,0
3,2333,3191,307,3,550,0
0,49979,68721,6247,0,12494,0
2,45230,67845,11307,3,11307,0
1,42332,56769,9625,0,4812,0
1,3378,4811,477,3,955,0
0,69604,94344,16493,0,8246,0
3,4640,5800,580,3,580,0
0,36237,51768,10353,2,5176,0
0,39545,56494,5649,0,11298,0
1,52578,77650,7511,3,17561,0
2,17180,26000,4727,2,4093,0
2,48352,65883,11687,0,5843,0
1,45760,62920,5720,3,11440,0
1,68135,93748,8604,0,17008,0
1,1824,2375,311,3,240,0
0,56605,77832,14151,1,7075,0
1,3865,5615,874,3,874,0
2,44727,55909,5590,3,5590,0
2,5775,7384,804,3,804,0
0,55758,76975,14144,0,7072,0
2,54105,77294,7729,2,15458,0
1,43611,56273,6330,1,6330,0
1,68324,84373,8024,0,8024,0
2,2278,3210,583,3,348,0
0,25394,33095,3850,3,3850,0
1,35613,45353,4869,0,4869,0
1,43597,65395,10899,0,10899,0
0,25421,36316,7263,1,3631,0
0,36369,51955,10391,2,5195,0
1,51977,64971,6497,1,6497,0
1,47129,60594,6732,2,6732,0
1,5014,7263,1124,3,1124,0
1,42520,64281,10880,1,10880,0
3,5280,7255,658,3,1316,0
1,5734,8476,1370,3,1370,0
2,3914,5201,643,3,643,0
0,33681,57633,9729,2,14222,0
1,54518,81777,13629,2,13629,0
1,44120,56726,6302,1,6302,0
1,27795,40340,4181,2,8363,0
0,26589,31710,1772,1,3348,0
0,52178,74540,14908,2,7454,0
0,53415,72318,12601,0,6300,0
1,58183,77177,9496,0,9496,0
2,53458,84006,15273,2,15273,0
0,40423,51972,5774,2,5774,0
0,42784,58829,5348,1,10696,0
1,33145,55643,11850,0,10647,0
1,38313,54733,5473,0,10946,0
1,68553,88702,13085,2,7063,0
3,3765,5800,1017,3,1017,0
0,70293,94457,16109,0,8054,0
0,43593,64904,10655,2,10655,0
2,53844,84612,15384,3,15384,0
0,44155,66232,11038,1,11038,0
3,3700,5072,895,3,477,0
3,4479,5924,722,3,722,0
0,44501,71289,13394,2,13394,0
1,33524,56246,10801,0,11920,0
1,33460,52580,9560,3,9560,0
1,3681,5061,460,3,920,0
1,30890,48864,8610,1,9363,0
2,49178,61876,6349,2,6349,0
1,55094,86577,15741,2,15741,0
1,48060,64975,11276,1,5638,0
1,37947,58195,10124,1,10124,0
1,44058,72225,14083,0,14083,0
1,33557,54971,10706,0,10706,0
3,3780,4427,522,3,125,0
1,47383,67691,6769,2,13538,0
1,27908,39869,3986,1,7973,0
0,48650,69501,13900,0,6950,0
3,3603,5405,900,3,900,0
2,2611,3917,754,3,550,0
1,3625,4671,510,3,536,0
1,3447,4309,430,3,430,0
1,3619,4653,517,3,517,0
1,37780,52081,4767,3,9534,0
1,75981,109750,16884,1,16884,0
1,55171,86698,15763,2,15763,0
1,25110,32607,3748,3,3748,0
2,31923,44573,4216,2,8433,0
1,66009,100595,17292,3,17292,0
1,44509,57226,6358,1,6358,0
0,39672,59508,9918,0,9918,0
2,55773,76688,6971,2,13943,0
0,34761,49398,4878,1,9757,0
1,41421,53462,6020,2,6020,0
1,32814,51565,9375,3,9375,0
1,56231,77318,7028,0,14057,0
0,55922,76893,13980,0,6990,0
0,52212,74589,14917,0,7458,0
1,27791,39701,3970,0,7940,0
0,30231,46758,8263,1,8263,0
1,41143,64654,11755,2,11755,0
3,4503,5803,649,3,649,0
1,37585,47334,4874,1,4874,0
1,4550,6500,650,3,1300,0
1,41172,58817,5881,0,11763,0
1,42273,57828,5184,0,10369,0
0,56839,71645,7403,3,7403,0
0,40618,54158,6845,0,6694,0
1,30497,43567,4356,0,8713,0
0,48243,61904,6830,2,6830,0
2,45969,54637,0,1,8668,0
1,34709,49584,9916,1,4958,0
1,38232,48295,5031,0,5031,0
2,3348,4637,429,3,859,0
1,43937,56491,6276,1,6276,0
2,32610,41927,4658,1,4658,0
1,55053,78647,7864,1,15729,0
1,48676,75259,13291,0,13291,0
1,53336,76880,7847,1,15695,0
3,3388,4840,484,3,968,0
1,2602,4284,825,3,856,0
2,13432,20350,2574,0,4342,0
1,5124,7046,640,3,1281,0
2,37555,59015,10730,1,10730,0
2,43150,71916,14383,2,14383,0
0,29954,49783,5273,0,14554,0
1,39909,62933,11511,2,11511,0
0,55236,76321,14056,2,7028,0
1,66032,88043,7336,1,14673,0
1,23146,29802,3350,2,3306,0
0,39360,59040,9840,0,9840,0
1,43716,72861,14572,0,14572,0
1,65256,92443,11959,1,15227,0
0,52443,73619,14117,0,7058,0
2,3383,4415,440,3,591,0
1,3680,5060,920,3,460,0
0,63638,85922,7428,0,14856,0
0,40586,52182,5798,1,5798,0
1,29500,44250,4916,2,9833,0
2,69724,93527,7934,2,15868,0
1,61191,87416,8741,1,17483,0
2,48405,76066,13830,0,13830,0
1,5265,7385,1413,3,706,0
1,33799,56333,11266,1,11266,0
1,5098,7010,637,3,1274,0
1,5291,7559,1511,3,755,0
1,4820,6499,1119,3,559,0
1,53142,77109,15977,2,7988,0
2,35096,40249,161,1,4990,0
2,44322,56378,6027,3,6027,0
1,48351,61637,6642,2,6642,0
1,59066,79270,6734,1,13469,0
1,51670,81036,14682,2,14682,0
1,42192,57372,10119,0,5059,0
0,26040,33480,3720,3,3720,0
0,32294,41386,4545,0,4545,0
1,29462,42609,4382,1,8764,0
1,50076,63849,6886,1,6886,0
1,43066,67676,12304,0,12304,0
1,28053,40127,6036,1,6036,0
0,37387,53410,5341,2,10682,0
3,3098,3812,357,3,357,0
2,32340,44230,3963,2,7926,0
1,43570,56259,6344,1,6344,0
0,30868,48507,8819,2,8819,0
1,54946,78495,7849,1,15699,0
1,59260,76191,8465,1,8465,0
0,31379,44165,8523,3,4261,0
0,26040,33480,3720,3,3720,0
1,50697,78480,7638,2,20144,0
1,59545,94749,21122,3,14081,0
1,38830,63914,13746,2,11338,0
1,39711,54602,4963,1,9927,0
0,38051,58909,10429,1,10429,0
2,33766,46429,8441,3,4220,0
2,3869,6055,1093,3,1093,0
1,59669,74587,7458,2,7458,0
3,4689,5912,611,3,611,0
2,48193,59979,5893,1,5893,0
3,4677,6600,1281,3,640,0
1,53718,73862,6714,2,13429,0
0,43511,54388,5438,2,5438,0
1,5035,6426,783,3,607,0
1,3815,5181,540,3,825,0
2,48157,61916,6879,1,6879,0
1,63846,99412,17783,1,17783,0
1,74500,94756,11977,2,8277,0
1,39232,56046,11209,1,5604,0
1,52843,75491,15098,2,7549,0
1,46200,59400,6600,2,6600,0
1,2988,3948,627,3,332,0
0,61582,87974,8797,3,17594,0
1,1791,2451,329,3,329,0
1,26608,44009,8700,0,8700,0
1,38520,47779,4629,0,4629,0
1,32644,45100,4151,1,8303,0
1,1752,2253,250,3,250,0
0,40704,52334,5814,1,5814,0
0,44610,66915,11152,2,11152,0
3,3794,5784,995,3,995,0
1,33201,55932,12261,1,10469,0
1,47392,81071,20137,0,13540,0
2,4553,5676,561,3,561,0
0,68206,94369,16817,0,9345,0
1,37984,47729,4872,0,4872,0
2,30955,48643,8844,1,8844,0
1,32813,42188,4687,1,4687,0
1,38221,49013,5395,0,5395,0
2,3626,4986,453,3,906,0
1,41524,53389,5932,2,5932,0
1,33311,54917,12088,1,9517,0
1,24727,33536,5625,3,3183,0
0,38409,54310,5300,1,10600,0
0,35086,49176,4696,1,9393,0
1,54027,77181,7718,2,15436,0
1,23243,34218,3658,2,7316,0
0,62416,82769,13870,1,6482,0
1,22219,34473,4084,1,8169,0
2,46248,57810,5781,1,5781,0
1,43608,65412,10902,0,10902,0
2,47812,75133,13660,0,13660,0
1,36586,52266,10453,1,5226,0
0,31326,41515,5094,0,5094,0
1,62351,97980,17814,1,17814,0
1,39044,47756,4355,1,4355,0
0,44942,67414,6521,1,15949,0
0,67185,82153,7484,0,7484,0
1,43294,64941,10823,1,10823,0
2,43223,61747,6174,0,12349,0
1,4730,7039,1154,3,1154,0
1,59575,75976,8200,1,8200,0
1,25473,37663,4063,1,8126,0
1,43019,64529,10754,1,10754,0
1,40380,57685,5768,0,11537,0
1,41860,47092,5232,2,0,0
2,54677,70275,7798,2,7798,0
0,39405,59108,9851,0,9851,0
1,28356,37808,4726,2,4726,0
1,44131,53196,4532,0,4532,0
1,52908,75583,7558,1,15116,0
1,37994,47492,4749,0,4749,0
1,4096,5892,598,3,1197,0
1,77759,104100,17279,1,9060,0
1,47048,60490,6721,3,6721,0
2,38033,54332,10866,2,5433,0
2,49151,65933,5593,2,11187,0
2,4565,6856,1145,3,1145,0
1,40885,61311,10212,1,10212,0
1,35905,59746,11920,0,11920,0
1,38313,49260,5473,1,5473,0
0,60657,86653,8665,3,17330,0
0,73294,105869,16287,1,16287,0
1,31311,41441,5064,1,5064,0
1,58040,77997,13304,3,6652,0
3,2062,3190,580,3,547,0
1,5244,7491,1498,3,749,0
1,50782,63477,6347,0,6347,0
1,2649,3885,824,3,412,0
0,73023,109106,18041,1,18041,0
1,45257,67886,11314,2,11314,0
0,66072,81747,7837,1,7837,0
1,54763,78233,7823,1,15646,0
1,41457,59883,9212,1,9212,0
1,60532,84977,8148,3,16296,0
3,4665,5921,628,3,628,0
2,59725,89588,14931,2,14931,0
2,3567,4589,507,3,513,0
0,36569,52751,5393,2,10787,0
1,39254,53974,4906,1,9813,0
3,3432,4904,490,3,980,0
0,38986,53606,4873,2,9746,0
1,58902,85081,13089,0,13089,0
1,47416,67738,6773,1,13547,0
0,52551,65689,6568,0,6568,0
1,58667,73334,7333,3,7333,0
2,3559,4587,500,3,527,0
3,4909,6563,854,3,799,0
1,47920,61611,6845,1,6845,0
0,48582,60727,6072,3,6072,0
0,30346,49670,5057,0,14266,0
1,41961,53950,5994,0,5994,0
0,51262,69048,5928,1,11857,0
1,45760,62920,5720,3,11440,0
1,34888,48722,4611,1,9222,0
0,63880,90701,14824,2,11996,0
1,59684,75846,8080,0,8080,0
1,49812,71099,14191,2,7095,0
2,45996,57495,5749,0,5749,0
0,40036,55050,10009,1,5004,0
0,36530,52187,10437,1,5218,0
1,42519,58464,10629,1,5314,0
1,61057,87103,8682,1,17364,0
1,34763,52145,11587,1,5793,0
0,37470,52530,5020,1,10040,0
1,45010,56857,11054,1,793,0
1,26050,33445,3697,3,3697,0
0,42776,58817,5347,1,10694,0
3,3749,5679,964,3,964,0
1,47685,79476,15895,2,15895,0
1,1680,2640,480,3,480,0
1,4893,6592,1133,3,566,0
0,40923,52615,5846,0,5846,0
1,5050,6943,631,3,1262,0
1,62966,87655,8229,2,16459,0
1,3615,4648,516,3,516,0
1,4162,5946,594,3,1189,0
1,67360,89157,14531,2,7265,0
2,42390,52987,5298,0,5298,0
1,64919,97230,16155,1,16155,0
0,46132,63431,11533,0,5766,0
1,42437,68707,13134,1,13134,0
1,55271,75998,6908,1,13817,0
1,39605,50544,5469,2,5469,0
0,48238,68912,13782,0,6891,0
1,42711,53389,5338,2,5338,0
1,61203,87433,8743,1,17486,0
0,51232,63772,6269,0,6269,0
1,27853,37841,4466,2,5521,0
2,46148,57685,5768,2,5768,0
1,37456,52231,4924,0,9849,0
1,45301,63436,6045,1,12090,0
2,8176,10643,822,3,1645,0
0,62661,91118,14228,1,14228,0
2,5048,7212,1442,3,721,0
0,45804,62981,11451,2,5725,0
1,26456,40921,7232,0,7232,0
0,61791,90791,14499,2,14499,0
1,45470,68205,11367,2,11367,0
1,55779,79685,7968,0,15937,0
1,60263,90395,15065,2,15065,0
1,49157,67591,6144,2,12289,0
1,25943,40447,7251,0,7251,0
0,48725,77616,14445,0,14445,0
2,52929,83174,15122,3,15122,0
2,35913,49402,4496,1,8992,0
1,5003,6879,625,3,1250,0
2,28342,41280,6469,0,6469,0
1,40532,59533,13618,2,5382,0
1,48006,68580,13716,0,6858,0
1,3858,5536,676,3,1001,0
1,31465,47197,7866,0,7866,0
0,53438,66339,6450,0,6450,0
0,24724,32632,3953,0,3953,0
1,41306,59009,5900,0,11801,0
2,2676,4095,709,3,709,0
1,44340,63342,6334,2,12668,0
1,48948,67303,6118,2,12237,0
1,26371,40018,6823,0,6823,0
0,30882,38382,3750,0,3750,0
3,2320,3190,290,3,580,0
1,59353,85732,13189,0,13189,0
1,65936,90662,16484,2,8242,0
1,26331,39496,6582,0,6582,0
2,34959,44563,4801,2,4801,0
1,43137,64706,10784,1,10784,0
1,5665,7880,956,3,1258,0
1,54612,70215,7801,2,7801,0
1,41980,57195,10143,2,5071,0
3,4959,6474,757,3,757,0
1,2676,3749,536,3,536,0
0,36424,52035,10407,1,5203,0
0,51520,64400,6440,3,6440,0
0,61442,76802,7680,1,7680,0
3,3786,4389,603,3,0,0
0,69554,94336,16520,0,8260,0
1,61300,95662,19518,3,14842,0
3,5709,7306,798,3,798,0
1,46855,60242,6693,1,6693,0
3,5095,6369,636,3,636,0
1,27077,40962,6942,1,6942,0
2,22482,28366,2942,3,2942,0
1,33374,46916,9027,1,4513,0
2,46174,57718,5771,0,5771,0
1,6029,8714,1672,3,1013,0
1,38945,53736,4930,1,9860,0
1,6092,8903,1405,3,1405,0
2,34853,40195,423,2,4918,0
1,39369,50617,5624,2,5624,0
1,30623,49359,9368,1,9368,0
0,41533,59333,11866,0,5933,0
0,72332,108373,18020,1,18020,0
1,43944,63662,13145,0,6572,0
2,46912,63243,5443,1,10887,0
1,41879,57584,10469,2,5234,0
1,58558,90927,16184,2,16184,0
1,25395,33064,3834,1,3834,0
2,5120,6400,640,3,640,0
2,32449,41721,4635,1,4635,0
1,4153,5904,583,3,1167,0
1,41856,59794,5979,0,11958,0
1,26534,33819,3642,1,3642,0
1,3680,5060,920,3,460,0
1,28819,38425,4803,1,4803,0
1,65019,81273,8127,2,8127,0
1,24358,32130,3886,0,3886,0
1,52749,76947,12098,0,12098,0
0,61672,83051,14252,1,7126,0
1,2136,3281,548,3,596,0
1,40757,60597,6613,2,13226,0
0,39768,59171,9701,0,9701,0
3,4536,5962,713,3,713,0
1,41465,65159,11847,2,11847,0
1,35282,45362,5040,1,5040,0
2,47675,74918,13621,0,13621,0
2,4555,5686,565,3,565,0
3,2588,3850,597,3,663,0
1,3726,5157,477,3,954,0
1,74614,107776,16580,1,16580,0
1,6279,8993,1704,3,1009,0
1,5097,6371,637,3,637,0
0,42773,61105,6110,1,12221,0
2,44041,56601,6279,3,6279,0
2,3906,5752,615,3,1231,0
1,42476,58404,5309,0,10619,0
3,3943,4610,174,3,492,0
1,52476,65595,6559,1,6559,0
0,65367,81708,8170,2,8170,0
0,60382,85285,8301,2,16602,0
1,27897,39853,3985,2,7970,0
1,41532,53399,5933,0,5933,0
1,54871,78388,7838,1,15677,0
1,46912,60315,6701,1,6701,0
2,56039,69514,6737,2,6737,0
2,31683,44930,4415,2,8831,0
1,57803,79479,7225,1,14450,0
2,43618,72697,14539,0,14539,0
1,34701,54530,9914,2,9914,0
1,42867,64301,10716,1,10716,0
1,22151,27854,2851,2,2851,0
1,39018,53650,4877,2,9754,0
2,32251,40727,4237,2,4237,0
0,56409,77563,14102,1,7051,0
1,6094,7469,687,3,687,0
1,59198,78931,13155,2,6577,0
0,29822,46861,8519,0,8519,0
0,36253,51790,10358,2,5179,0
1,66290,95841,14775,1,14775,0
2,38217,52549,4777,0,9554,0
1,52812,77511,12349,1,12349,0
3,4655,5925,635,3,635,0
1,56022,88035,16006,1,16006,0
1,40733,54230,6748,0,6748,0
1,5000,6876,625,3,1250,0
1,41101,53464,6181,0,6181,0
0,39524,56649,5708,1,11416,0
3,2783,3975,397,3,795,0
3,5232,7248,671,3,1343,0
2,5046,7186,713,3,1426,0
1,54701,85960,15629,3,15629,0
0,46678,70018,11669,2,11669,0
0,44069,66103,11017,2,11017,0
0,48679,69542,6954,1,13908,0
1,6121,8745,1749,3,874,0
1,40154,57364,5736,0,11472,0
3,4714,5902,593,3,593,0
3,5743,7608,671,3,1194,0
0,44507,63582,12716,1,6358,0
1,34972,58286,11657,0,11657,0
2,6120,7480,680,3,680,0
2,33819,55460,10820,0,10820,0
1,45165,60220,10036,0,5018,0
2,35470,45419,4974,3,4974,0
3,4620,5940,660,3,660,0
1,69074,100944,15934,1,15934,0
2,48350,62165,6907,2,6907,0
1,70758,89810,10888,2,8163,0
1,6480,8642,720,3,1441,0
1,47983,61692,6854,2,6854,0
0,35099,49871,9847,1,4923,0
1,3819,5554,867,3,867,0
1,54116,77309,7730,2,15461,0
1,60167,74560,7196,1,7196,0
1,39248,55373,10750,2,5375,0
2,46131,57664,5766,0,5766,0
1,70426,93039,7968,2,14643,0
1,4167,5876,569,3,1138,0
1,41991,57109,10078,2,5039,0
1,3361,4793,477,3,954,0
1,60601,83326,15150,1,7575,0
0,39175,59021,9923,0,9923,0
1,51226,64033,6403,1,6403,0
2,46259,57824,5782,2,5782,0
1,42846,64269,10711,1,10711,0
1,6138,8808,1595,3,1074,0
2,49666,68291,6208,1,12416,0
0,55276,73701,12283,2,6141,0
1,44743,63918,6391,0,12783,0
1,38188,47735,4773,0,4773,0
1,60098,85147,8349,3,16698,0
0,53171,79757,13292,2,13292,0
1,3745,5150,468,3,936,0
2,57459,90294,16417,0,16417,0
2,4664,7041,1188,3,1188,0
1,46902,60302,6700,2,6700,0
2,48537,64716,5393,1,10786,0
1,35373,49390,9345,2,4672,0
1,45500,62563,5687,2,11375,0
0,44389,61604,5738,0,11476,0
1,52519,74158,14425,2,7212,0
1,57697,93561,21307,3,14556,0
0,34760,49320,4853,1,9706,0
1,41909,47168,5235,2,22,0
2,38508,60513,11002,2,11002,0
2,8123,10636,876,3,1636,0
1,20498,27897,3699,1,3699,0
1,66944,92843,8633,0,17266,0
2,47919,61610,6845,1,6845,0
2,46020,57525,5752,0,5752,0
1,34990,44988,4998,1,4998,0
0,53510,76443,7644,1,15288,0
0,39865,55226,10240,1,5120,0
3,5276,7255,1319,3,659,0
0,36187,52703,5505,2,11010,0
2,3842,5746,951,3,951,0
0,47529,65352,11882,1,5941,0
0,43638,66603,11482,1,11482,0
0,49633,74450,12408,0,12408,0
1,33152,48970,10545,0,5272,0
2,48675,64901,5408,1,10816,0
1,5050,6936,628,3,1256,0
1,50926,65476,7275,0,7275,0
1,3687,5069,921,3,460,0
1,36556,45949,4696,1,4696,0
2,46839,53470,0,2,6630,0
1,47114,60575,6730,1,6730,0
1,3162,4772,1132,3,477,0
1,22541,28982,3220,1,3220,0
1,45431,68146,11357,2,11357,0
0,39581,59372,9895,0,9895,0
1,55384,79120,7912,2,15824,0
3,4675,6011,667,3,667,0
1,52981,72848,6622,2,13245,0
1,57597,76955,6452,0,12905,0
0,51553,71062,13005,2,6502,0
2,48228,59745,5758,1,5758,0
2,34140,51210,5690,0,11380,0
3,3801,5178,854,3,522,0
1,2891,3702,405,3,405,0
0,57269,78745,14317,0,7158,0
1,2598,4196,799,3,799,0
0,42963,67074,12055,0,12055,0
1,24385,34650,3421,3,6843,0
1,39613,55107,5164,0,10329,0
0,47246,64964,11811,0,5905,0
0,57179,81461,8093,1,16187,0
3,5320,7057,1157,3,578,0
2,2888,4399,1030,3,481,0
1,58305,84950,13322,0,13322,0
2,4901,6535,899,3,734,0
3,5836,7360,761,3,761,0
3,4611,5907,647,3,647,0
1,53638,71810,12114,2,6057,0
0,57639,72049,7204,2,7204,0
1,45773,68660,11443,1,11443,0
1,5843,8761,1457,3,1460,0
2,48524,62388,6932,2,6932,0
1,43797,68105,12154,1,12154,0
1,39732,51084,5676,2,5676,0
2,43571,72618,14523,0,14523,0
1,22616,29077,3230,1,3230,0
2,5053,6317,631,3,631,0
1,41790,68968,13588,1,13588,0
2,32783,45076,8195,1,4097,0
1,45435,60580,10096,0,5048,0
0,46152,63459,11538,0,5769,0
2,3344,4641,432,3,865,0
1,45560,62645,11390,1,5695,0
1,40246,62086,10919,1,10919,0
1,56103,88162,16029,0,16029,0
3,5040,7051,1341,3,670,0
1,30927,48299,8685,1,8685,0
3,4093,5187,546,3,546,0
0,43708,72846,14569,0,14569,0
0,39755,54664,4969,1,9938,0
1,2311,3010,322,3,375,0
2,53019,79528,13254,2,13254,0
1,41077,61616,10269,2,10269,0
0,41061,58659,11731,0,5865,0
0,51464,68909,5815,1,11630,0
0,64339,81040,8350,3,8350,0
1,62190,79959,8884,2,8884,0
1,46248,66975,10363,2,10363,0
2,56108,77149,7013,1,14027,0
2,17450,24841,4516,2,2874,0
0,49200,77315,14057,0,14057,0
1,42264,57838,5191,0,10382,0
1,35784,48084,8200,2,4100,0
1,64795,86403,7202,1,14405,0
1,55745,85085,14669,2,14669,0
2,56137,77188,7017,1,14034,0
1,1780,2514,367,3,367,0
1,2119,3286,561,3,605,0
1,1974,3103,564,3,564,0
1,45057,67585,11264,2,11264,0
2,22678,28772,3047,3,3047,0
1,4725,7088,1292,3,1070,0
1,42876,64314,10719,0,10719,0
1,5040,7504,1154,3,1310,0
1,38290,48230,4969,0,4969,0
1,30571,50584,10006,0,10006,0
0,53161,71479,12211,2,6105,0
0,50845,78128,7263,2,20019,0
1,59364,84806,8480,2,16961,0
2,44380,57060,6340,1,6340,0
1,44681,61436,11170,2,5585,0
2,37241,58318,10538,0,10538,0
1,51691,78457,13383,0,13383,0
1,54610,85817,15603,3,15603,0
2,46122,57653,5765,0,5765,0
1,47057,60502,6722,3,6722,0
0,36802,52780,5326,2,10652,0
1,36502,52145,10429,1,5214,0
1,43820,68106,12142,1,12142,0
0,34309,48537,4742,0,9485,0
1,43780,62543,12508,1,6254,0
1,17061,24714,4306,0,3346,0
1,71542,87872,8442,1,7887,0
1,3628,5480,925,3,925,0
2,57208,89898,16345,0,16345,0
1,62741,76254,6756,0,6756,0
1,42779,53473,5347,0,5347,0
1,37560,56000,12293,0,6146,0
0,53648,73249,6533,1,13067,0
1,45331,67997,11332,2,11332,0
0,49291,70415,7041,1,14083,0
1,45092,62001,11273,2,5636,0
1,42100,56199,9399,1,4699,0
1,44566,55708,5570,2,5570,0
1,4476,6416,749,3,1190,0
2,44598,66897,7433,3,14866,0
2,40625,63840,11607,1,11607,0
2,2520,3818,648,3,648,0
3,5334,7307,657,3,1315,0
2,45988,53439,1945,2,5505,0
1,20644,29491,5898,1,2949,0
1,56243,65041,1768,0,7030,0
1,43092,53865,5386,3,5386,0
2,60600,83325,15150,2,7575,0
1,23523,35403,8661,0,3218,0
1,48513,69304,6930,1,13860,0
1,4989,6860,623,3,1247,0
1,44798,70397,12799,2,12799,0
1,3901,5590,844,3,844,0
1,45162,58065,6451,1,6451,0
1,43922,53674,4876,1,4876,0
0,62286,83049,13841,2,6920,0
2,4667,7044,1188,3,1188,0
